,Ticker_Symbol,Years,Period_Ending,Total_Revenue,Cost_of_Goods_Sold,"_Sales,_General_and_Admin._",Research_and_Development,Other_Operating_Items,GICS_Sector,GICS_Sub_Industry,operating income,Years,Gross_profit,operating expenditure
1603,UNP,Year 2,12/31/2014,"23,988,000,000.00","6,097,000,000.00","7,234,000,000.00",0.00,"1,904,000,000.00",Industrials,Railroads,"8,753,000,000.00",2014,"17,891,000,000.00","9,138,000,000.00"
1604,UNP,Year 3,12/31/2015,"21,813,000,000.00","4,434,000,000.00","7,315,000,000.00",0.00,"2,012,000,000.00",Industrials,Railroads,"8,052,000,000.00",2015,"17,379,000,000.00","9,327,000,000.00"
1605,UNP,Year 4,12/31/2016,"19,941,000,000.00","3,747,000,000.00","6,884,000,000.00",0.00,"2,038,000,000.00",Industrials,Railroads,"7,272,000,000.00",2016,"16,194,000,000.00","8,922,000,000.00"
1606,UPS,Year 1,12/31/2012,"54,127,000,000.00","13,574,000,000.00","37,352,000,000.00",0.00,"1,858,000,000.00",Industrials,Air Freight & Logistics,"1,343,000,000.00",2012,"40,553,000,000.00","39,210,000,000.00"
1607,UPS,Year 2,12/31/2013,"55,438,000,000.00","13,703,000,000.00","32,834,000,000.00",0.00,"1,867,000,000.00",Industrials,Air Freight & Logistics,"7,034,000,000.00",2013,"41,735,000,000.00","34,701,000,000.00"
1608,UPS,Year 3,12/31/2014,"58,232,000,000.00","14,758,000,000.00","36,583,000,000.00",0.00,"1,923,000,000.00",Industrials,Air Freight & Logistics,"4,968,000,000.00",2014,"43,474,000,000.00","38,506,000,000.00"
1609,UPS,Year 4,12/31/2015,"58,363,000,000.00","12,947,000,000.00","35,664,000,000.00",0.00,"2,084,000,000.00",Industrials,Air Freight & Logistics,"7,668,000,000.00",2015,"45,416,000,000.00","37,748,000,000.00"
1610,URBN,Year 1,1/31/2013,"2,794,925,000.00","1,763,394,000.00","657,246,000.00",0.00,0.00,Consumer Discretionary,Apparel Retail,"374,285,000.00",2013,"1,031,531,000.00","657,246,000.00"
1611,URBN,Year 2,1/31/2014,"3,086,608,000.00","1,925,266,000.00","734,511,000.00",0.00,0.00,Consumer Discretionary,Apparel Retail,"426,831,000.00",2014,"1,161,342,000.00","734,511,000.00"
1612,URBN,Year 3,1/31/2015,"3,323,077,000.00","2,148,147,000.00","809,545,000.00",0.00,0.00,Consumer Discretionary,Apparel Retail,"365,385,000.00",2015,"1,174,930,000.00","809,545,000.00"
1613,URBN,Year 4,1/31/2016,"3,445,134,000.00","2,243,232,000.00","848,323,000.00",0.00,0.00,Consumer Discretionary,Apparel Retail,"353,579,000.00",2016,"1,201,902,000.00","848,323,000.00"
1614,USB,Year 1,7/31/2013,"2,436,948,000.00","1,589,821,000.00","441,168,000.00","62,630,000.00",0.00,Financials,Banks,"343,329,000.00",2013,"847,127,000.00","503,798,000.00"
1615,USB,Year 2,7/31/2014,"2,473,500,000.00","1,595,700,000.00","460,300,000.00","61,800,000.00",0.00,Financials,Banks,"355,700,000.00",2014,"877,800,000.00","522,100,000.00"
1616,USB,Year 3,7/31/2015,"2,371,200,000.00","1,562,600,000.00","460,100,000.00","60,200,000.00",0.00,Financials,Banks,"288,300,000.00",2015,"808,600,000.00","520,300,000.00"
1617,USB,Year 4,7/31/2016,"2,220,300,000.00","1,465,500,000.00","425,100,000.00","55,500,000.00",0.00,Financials,Banks,"274,200,000.00",2016,"754,800,000.00","480,600,000.00"
1618,UTX,Year 1,12/31/2013,"56,600,000,000.00","40,468,000,000.00","5,241,000,000.00","2,342,000,000.00",0.00,Industrials,Industrial Conglomerates,"8,549,000,000.00",2013,"16,132,000,000.00","7,583,000,000.00"
1619,UTX,Year 2,12/31/2014,"57,900,000,000.00","40,898,000,000.00","4,934,000,000.00","2,475,000,000.00",0.00,Industrials,Industrial Conglomerates,"9,593,000,000.00",2014,"17,002,000,000.00","7,409,000,000.00"
1620,UTX,Year 3,12/31/2015,"56,098,000,000.00","40,431,000,000.00","6,097,000,000.00","2,279,000,000.00",0.00,Industrials,Industrial Conglomerates,"7,291,000,000.00",2015,"15,667,000,000.00","8,376,000,000.00"
1621,UTX,Year 4,12/31/2016,"57,244,000,000.00","41,460,000,000.00","5,275,000,000.00","2,337,000,000.00",0.00,Industrials,Industrial Conglomerates,"8,172,000,000.00",2016,"15,784,000,000.00","7,612,000,000.00"
1622,V,Year 1,9/30/2013,"11,778,000,000.00","1,932,000,000.00","2,207,000,000.00",0.00,"397,000,000.00",Information Technology,Internet Software & Services,"7,242,000,000.00",2013,"9,846,000,000.00","2,604,000,000.00"
1623,V,Year 2,9/30/2014,"12,702,000,000.00","1,875,000,000.00","2,242,000,000.00",0.00,"435,000,000.00",Information Technology,Internet Software & Services,"8,150,000,000.00",2014,"10,827,000,000.00","2,677,000,000.00"
1624,V,Year 3,9/30/2015,"13,880,000,000.00","2,079,000,000.00","2,229,000,000.00",0.00,"494,000,000.00",Information Technology,Internet Software & Services,"9,078,000,000.00",2015,"11,801,000,000.00","2,723,000,000.00"
1625,V,Year 4,9/30/2016,"15,082,000,000.00","2,226,000,000.00","4,469,000,000.00",0.00,"502,000,000.00",Information Technology,Internet Software & Services,"7,885,000,000.00",2016,"12,856,000,000.00","4,971,000,000.00"
1626,VAR,Year 1,9/27/2013,"2,942,897,000.00","1,693,210,000.00","432,589,000.00","208,208,000.00",0.00,Health Care,Health Care Equipment,"608,890,000.00",2013,"1,249,687,000.00","640,797,000.00"
1627,VAR,Year 2,9/26/2014,"3,049,800,000.00","1,748,100,000.00","470,600,000.00","234,800,000.00",0.00,Health Care,Health Care Equipment,"596,300,000.00",2014,"1,301,700,000.00","705,400,000.00"
1628,VAR,Year 3,10/2/2015,"3,099,100,000.00","1,816,400,000.00","488,500,000.00","245,200,000.00",0.00,Health Care,Health Care Equipment,"549,000,000.00",2015,"1,282,700,000.00","733,700,000.00"
1629,VAR,Year 4,9/30/2016,"3,217,800,000.00","1,856,500,000.00","557,000,000.00","253,500,000.00",0.00,Health Care,Health Care Equipment,"550,800,000.00",2016,"1,361,300,000.00","810,500,000.00"
1630,VFC,Year 1,12/31/2012,"10,879,855,000.00","5,817,880,000.00","3,596,708,000.00",0.00,0.00,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","1,465,267,000.00",2012,"5,061,975,000.00","3,596,708,000.00"
1631,VFC,Year 2,12/31/2013,"11,419,648,000.00","5,931,469,000.00","3,841,032,000.00",0.00,0.00,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","1,647,147,000.00",2013,"5,488,179,000.00","3,841,032,000.00"
1632,VFC,Year 3,1/3/2015,"12,282,161,000.00","6,288,190,000.00","4,159,885,000.00",0.00,0.00,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","1,834,086,000.00",2015,"5,993,971,000.00","4,159,885,000.00"
1633,VFC,Year 4,1/2/2016,"12,376,744,000.00","6,393,800,000.00","4,178,386,000.00",0.00,0.00,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","1,804,558,000.00",2016,"5,982,944,000.00","4,178,386,000.00"
1634,VIAB,Year 1,9/30/2013,"13,794,000,000.00","6,799,000,000.00","2,829,000,000.00",0.00,"237,000,000.00",Consumer Discretionary,Broadcasting & Cable TV,"3,929,000,000.00",2013,"6,995,000,000.00","3,066,000,000.00"
1635,VIAB,Year 2,9/30/2014,"13,783,000,000.00","6,542,000,000.00","2,899,000,000.00",0.00,"217,000,000.00",Consumer Discretionary,Broadcasting & Cable TV,"4,125,000,000.00",2014,"7,241,000,000.00","3,116,000,000.00"
1636,VIAB,Year 3,9/30/2015,"13,268,000,000.00","6,868,000,000.00","2,860,000,000.00",0.00,"222,000,000.00",Consumer Discretionary,Broadcasting & Cable TV,"3,318,000,000.00",2015,"6,400,000,000.00","3,082,000,000.00"
1637,VIAB,Year 4,9/30/2016,"12,488,000,000.00","6,684,000,000.00","2,851,000,000.00",0.00,"221,000,000.00",Consumer Discretionary,Broadcasting & Cable TV,"2,732,000,000.00",2016,"5,804,000,000.00","3,072,000,000.00"
1638,VLO,Year 1,12/31/2012,"138,393,000,000.00","126,485,000,000.00","5,229,000,000.00",0.00,"1,549,000,000.00",Energy,Oil & Gas Refining & Marketing & Transportation,"5,130,000,000.00",2012,"11,908,000,000.00","6,778,000,000.00"
1639,VLO,Year 2,12/31/2013,"138,074,000,000.00","127,316,000,000.00","5,081,000,000.00",0.00,"1,720,000,000.00",Energy,Oil & Gas Refining & Marketing & Transportation,"3,957,000,000.00",2013,"10,758,000,000.00","6,801,000,000.00"
1640,VLO,Year 3,12/31/2014,"130,844,000,000.00","118,141,000,000.00","5,111,000,000.00",0.00,"1,690,000,000.00",Energy,Oil & Gas Refining & Marketing & Transportation,"5,902,000,000.00",2014,"12,703,000,000.00","6,801,000,000.00"
1641,VLO,Year 4,12/31/2015,"87,804,000,000.00","74,651,000,000.00","4,953,000,000.00",0.00,"1,842,000,000.00",Energy,Oil & Gas Refining & Marketing & Transportation,"6,358,000,000.00",2015,"13,153,000,000.00","6,795,000,000.00"
1642,VMC,Year 1,12/31/2012,"2,567,310,000.00","2,233,284,000.00","308,143,000.00",0.00,0.00,Materials,Construction Materials,"25,883,000.00",2012,"334,026,000.00","308,143,000.00"
1643,VMC,Year 2,12/31/2013,"2,770,709,000.00","2,343,829,000.00","274,217,000.00",0.00,0.00,Materials,Construction Materials,"152,663,000.00",2013,"426,880,000.00","274,217,000.00"
1644,VMC,Year 3,12/31/2014,"2,994,169,000.00","2,406,587,000.00","292,358,000.00",0.00,0.00,Materials,Construction Materials,"295,224,000.00",2014,"587,582,000.00","292,358,000.00"
1645,VMC,Year 4,12/31/2015,"3,422,181,000.00","2,564,648,000.00","312,694,000.00",0.00,0.00,Materials,Construction Materials,"544,839,000.00",2015,"857,533,000.00","312,694,000.00"
1646,VNO,Year 1,12/31/2013,"2,299,176,000.00","928,565,000.00","177,366,000.00","32,210,000.00","461,627,000.00",Real Estate,REITs,"699,408,000.00",2013,"1,370,611,000.00","671,203,000.00"
1647,VNO,Year 2,12/31/2014,"2,312,512,000.00","953,611,000.00","169,270,000.00",0.00,"481,303,000.00",Real Estate,REITs,"708,328,000.00",2014,"1,358,901,000.00","650,573,000.00"
1648,VNO,Year 3,12/31/2015,"2,502,267,000.00","1,011,249,000.00","175,307,000.00",0.00,"542,952,000.00",Real Estate,REITs,"772,759,000.00",2015,"1,491,018,000.00","718,259,000.00"
1649,VNO,Year 4,12/31/2016,"2,506,202,000.00","1,024,336,000.00","179,279,000.00",0.00,"565,059,000.00",Real Estate,REITs,"737,528,000.00",2016,"1,481,866,000.00","744,338,000.00"
1650,VRSK,Year 1,12/31/2012,"1,407,848,000.00","516,708,000.00","220,068,000.00",0.00,"98,844,000.00",Industrials,Research & Consulting Services,"572,228,000.00",2012,"891,140,000.00","318,912,000.00"
1651,VRSK,Year 2,12/31/2013,"1,595,703,000.00","622,523,000.00","228,982,000.00",0.00,"129,931,000.00",Industrials,Research & Consulting Services,"614,267,000.00",2013,"973,180,000.00","358,913,000.00"
1652,VRSK,Year 3,12/31/2014,"1,746,726,000.00","716,598,000.00","227,306,000.00",0.00,"142,376,000.00",Industrials,Research & Consulting Services,"660,446,000.00",2014,"1,030,128,000.00","369,682,000.00"
1653,VRSK,Year 4,12/31/2015,"2,068,010,000.00","803,274,000.00","312,690,000.00",0.00,"215,484,000.00",Industrials,Research & Consulting Services,"736,562,000.00",2015,"1,264,736,000.00","528,174,000.00"
1654,VRSN,Year 1,12/31/2012,"873,592,000.00","167,600,000.00","186,971,000.00","61,694,000.00",0.00,Information Technology,Internet Software & Services,"457,327,000.00",2012,"705,992,000.00","248,665,000.00"
1655,VRSN,Year 2,12/31/2013,"965,087,000.00","187,013,000.00","179,545,000.00","70,297,000.00",0.00,Information Technology,Internet Software & Services,"528,232,000.00",2013,"778,074,000.00","249,842,000.00"
1656,VRSN,Year 3,12/31/2014,"1,010,117,000.00","188,425,000.00","189,488,000.00","67,777,000.00",0.00,Information Technology,Internet Software & Services,"564,427,000.00",2014,"821,692,000.00","257,265,000.00"
1657,VRSN,Year 4,12/31/2015,"1,059,366,000.00","192,788,000.00","196,914,000.00","63,718,000.00",0.00,Information Technology,Internet Software & Services,"605,946,000.00",2015,"866,578,000.00","260,632,000.00"
1658,VRTX,Year 1,12/31/2012,"1,527,042,000.00","279,885,000.00","432,681,000.00","765,905,000.00",0.00,Health Care,Biotechnology,"48,571,000.00",2012,"1,247,157,000.00","1,198,586,000.00"
1659,VRTX,Year 2,12/31/2013,"1,211,975,000.00","130,277,000.00","356,188,000.00","882,097,000.00",0.00,Health Care,Biotechnology,"(156,587,000.00)",2013,"1,081,698,000.00","1,238,285,000.00"
1660,VRTX,Year 3,12/31/2014,"580,415,000.00","60,987,000.00","305,409,000.00","855,506,000.00",0.00,Health Care,Biotechnology,"(641,487,000.00)",2014,"519,428,000.00","1,160,915,000.00"
1661,VRTX,Year 4,12/31/2015,"1,032,336,000.00","124,512,000.00","376,575,000.00","995,922,000.00",0.00,Health Care,Biotechnology,"(464,673,000.00)",2015,"907,824,000.00","1,372,497,000.00"
1662,VTR,Year 1,12/31/2013,"2,514,595,000.00","1,118,240,000.00","132,447,000.00",0.00,"629,908,000.00",Real Estate,REITs,"634,000,000.00",2013,"1,396,355,000.00","762,355,000.00"
1663,VTR,Year 2,12/31/2014,"2,772,550,000.00","1,212,480,000.00","147,481,000.00",0.00,"725,216,000.00",Real Estate,REITs,"687,373,000.00",2014,"1,560,070,000.00","872,697,000.00"
1664,VTR,Year 3,12/31/2015,"3,285,346,000.00","1,410,205,000.00","145,992,000.00",0.00,"894,057,000.00",Real Estate,REITs,"835,092,000.00",2015,"1,875,141,000.00","1,040,049,000.00"
1665,VTR,Year 4,12/31/2016,"3,442,646,000.00","1,442,073,000.00","136,863,000.00",0.00,"898,924,000.00",Real Estate,REITs,"964,786,000.00",2016,"2,000,573,000.00","1,035,787,000.00"
1666,VZ,Year 1,12/31/2012,"115,846,000,000.00","46,275,000,000.00","39,951,000,000.00",0.00,"16,460,000,000.00",Telecommunications Services,Integrated Telecommunications Services,"13,160,000,000.00",2012,"69,571,000,000.00","56,411,000,000.00"
1667,VZ,Year 2,12/31/2013,"120,550,000,000.00","44,887,000,000.00","27,089,000,000.00",0.00,"16,606,000,000.00",Telecommunications Services,Integrated Telecommunications Services,"31,968,000,000.00",2013,"75,663,000,000.00","43,695,000,000.00"
1668,VZ,Year 3,12/31/2014,"127,079,000,000.00","49,931,000,000.00","41,016,000,000.00",0.00,"16,533,000,000.00",Telecommunications Services,Integrated Telecommunications Services,"19,599,000,000.00",2014,"77,148,000,000.00","57,549,000,000.00"
1669,VZ,Year 4,12/31/2015,"131,620,000,000.00","52,557,000,000.00","29,986,000,000.00",0.00,"16,017,000,000.00",Telecommunications Services,Integrated Telecommunications Services,"33,060,000,000.00",2015,"79,063,000,000.00","46,003,000,000.00"
1670,WAT,Year 1,12/31/2012,"1,843,641,000.00","737,614,000.00","477,270,000.00","96,004,000.00","13,829,000.00",Health Care,Health Care Distributors,"518,924,000.00",2012,"1,106,027,000.00","587,103,000.00"
1671,WAT,Year 2,12/31/2013,"1,904,218,000.00","783,456,000.00","492,965,000.00","100,536,000.00","9,918,000.00",Health Care,Health Care Distributors,"517,343,000.00",2013,"1,120,762,000.00","603,419,000.00"
1672,WAT,Year 3,12/31/2014,"1,989,344,000.00","824,913,000.00","512,707,000.00","107,726,000.00","10,634,000.00",Health Care,Health Care Distributors,"533,364,000.00",2014,"1,164,431,000.00","631,067,000.00"
1673,WAT,Year 4,12/31/2015,"2,042,332,000.00","842,672,000.00","495,747,000.00","118,545,000.00","10,123,000.00",Health Care,Health Care Distributors,"575,245,000.00",2015,"1,199,660,000.00","624,415,000.00"
1674,WDC,Year 1,6/28/2013,"15,351,000,000.00","10,988,000,000.00","1,525,000,000.00","1,572,000,000.00",0.00,Information Technology,Computer Storage & Peripherals,"1,266,000,000.00",2013,"4,363,000,000.00","3,097,000,000.00"
1675,WDC,Year 2,6/27/2014,"15,130,000,000.00","10,770,000,000.00","908,000,000.00","1,661,000,000.00",0.00,Information Technology,Computer Storage & Peripherals,"1,791,000,000.00",2014,"4,360,000,000.00","2,569,000,000.00"
1676,WDC,Year 3,7/3/2015,"14,572,000,000.00","10,351,000,000.00","964,000,000.00","1,646,000,000.00",0.00,Information Technology,Computer Storage & Peripherals,"1,611,000,000.00",2015,"4,221,000,000.00","2,610,000,000.00"
1677,WDC,Year 4,7/1/2016,"12,994,000,000.00","9,559,000,000.00","1,342,000,000.00","1,627,000,000.00",0.00,Information Technology,Computer Storage & Peripherals,"466,000,000.00",2016,"3,435,000,000.00","2,969,000,000.00"
1678,WEC,Year 1,12/31/2012,"4,246,400,000.00","2,760,500,000.00","121,400,000.00",0.00,"364,200,000.00",Utilities,Electric Utilities,"1,000,300,000.00",2012,"1,485,900,000.00","485,600,000.00"
1679,WEC,Year 2,12/31/2013,"4,519,000,000.00","2,982,100,000.00","116,700,000.00",0.00,"340,100,000.00",Utilities,Electric Utilities,"1,080,100,000.00",2013,"1,536,900,000.00","456,800,000.00"
1680,WEC,Year 3,12/31/2014,"4,997,100,000.00","3,371,800,000.00","121,800,000.00",0.00,"391,400,000.00",Utilities,Electric Utilities,"1,112,100,000.00",2014,"1,625,300,000.00","513,200,000.00"
1681,WEC,Year 4,12/31/2015,"5,926,100,000.00","3,949,400,000.00","164,400,000.00",0.00,"561,800,000.00",Utilities,Electric Utilities,"1,250,500,000.00",2015,"1,976,700,000.00","726,200,000.00"
1682,WFC,Year 1,12/31/2012,"91,247,000,000.00","1,727,000,000.00","48,724,000,000.00",0.00,"8,891,000,000.00",Financials,Banks,"31,905,000,000.00",2012,"89,520,000,000.00","57,615,000,000.00"
1683,WFC,Year 2,12/31/2013,"88,069,000,000.00","1,337,000,000.00","47,338,000,000.00",0.00,"3,813,000,000.00",Financials,Banks,"35,581,000,000.00",2013,"86,732,000,000.00","51,151,000,000.00"
1684,WFC,Year 3,12/31/2014,"88,372,000,000.00","1,096,000,000.00","47,667,000,000.00",0.00,"2,765,000,000.00",Financials,Banks,"36,844,000,000.00",2014,"87,276,000,000.00","50,432,000,000.00"
1685,WFC,Year 4,12/31/2015,"90,033,000,000.00","963,000,000.00","48,728,000,000.00",0.00,"3,688,000,000.00",Financials,Banks,"36,654,000,000.00",2015,"89,070,000,000.00","52,416,000,000.00"
1686,WFM,Year 1,9/29/2013,"12,917,000,000.00","8,288,000,000.00","3,682,000,000.00",0.00,0.00,Consumer Staples,Food Retail,"947,000,000.00",2013,"4,629,000,000.00","3,682,000,000.00"
1687,WFM,Year 2,9/28/2014,"14,194,000,000.00","9,150,000,000.00","4,032,000,000.00",0.00,0.00,Consumer Staples,Food Retail,"1,012,000,000.00",2014,"5,044,000,000.00","4,032,000,000.00"
1688,WFM,Year 3,9/27/2015,"15,389,000,000.00","9,973,000,000.00","4,472,000,000.00",0.00,0.00,Consumer Staples,Food Retail,"944,000,000.00",2015,"5,416,000,000.00","4,472,000,000.00"
1689,WFM,Year 4,9/25/2016,"15,724,000,000.00","10,313,000,000.00","4,477,000,000.00",0.00,0.00,Consumer Staples,Food Retail,"934,000,000.00",2016,"5,411,000,000.00","4,477,000,000.00"
1690,WHR,Year 1,12/31/2013,"18,769,000,000.00","15,471,000,000.00","1,828,000,000.00",0.00,"25,000,000.00",Consumer Discretionary,Household Appliances,"1,445,000,000.00",2013,"3,298,000,000.00","1,853,000,000.00"
1691,WHR,Year 2,12/31/2014,"19,872,000,000.00","16,477,000,000.00","2,038,000,000.00",0.00,"33,000,000.00",Consumer Discretionary,Household Appliances,"1,324,000,000.00",2014,"3,395,000,000.00","2,071,000,000.00"
1692,WHR,Year 3,12/31/2015,"20,891,000,000.00","17,201,000,000.00","2,130,000,000.00",0.00,"74,000,000.00",Consumer Discretionary,Household Appliances,"1,486,000,000.00",2015,"3,690,000,000.00","2,204,000,000.00"
1693,WHR,Year 4,12/31/2016,"20,718,000,000.00","17,036,000,000.00","2,084,000,000.00",0.00,"71,000,000.00",Consumer Discretionary,Household Appliances,"1,527,000,000.00",2016,"3,682,000,000.00","2,155,000,000.00"
1698,WM,Year 1,12/31/2013,"13,983,000,000.00","9,112,000,000.00","1,468,000,000.00",0.00,"1,333,000,000.00",Industrials,Environmental Services,"2,070,000,000.00",2013,"4,871,000,000.00","2,801,000,000.00"
1699,WM,Year 2,12/31/2014,"13,996,000,000.00","9,002,000,000.00","1,481,000,000.00",0.00,"1,292,000,000.00",Industrials,Environmental Services,"2,221,000,000.00",2014,"4,994,000,000.00","2,773,000,000.00"
1700,WM,Year 3,12/31/2015,"12,961,000,000.00","8,231,000,000.00","1,343,000,000.00",0.00,"1,245,000,000.00",Industrials,Environmental Services,"2,142,000,000.00",2015,"4,730,000,000.00","2,588,000,000.00"
1701,WM,Year 4,12/31/2016,"13,609,000,000.00","8,486,000,000.00","1,410,000,000.00",0.00,"1,301,000,000.00",Industrials,Environmental Services,"2,412,000,000.00",2016,"5,123,000,000.00","2,711,000,000.00"
1702,WMB,Year 1,12/31/2012,"7,486,000,000.00","4,523,000,000.00","595,000,000.00",0.00,"756,000,000.00",Energy,Oil & Gas Exploration & Production,"1,612,000,000.00",2012,"2,963,000,000.00","1,351,000,000.00"
1703,WMB,Year 2,12/31/2013,"6,860,000,000.00","4,124,000,000.00","546,000,000.00",0.00,"815,000,000.00",Energy,Oil & Gas Exploration & Production,"1,375,000,000.00",2013,"2,736,000,000.00","1,361,000,000.00"
